area,row,col,x,y
2,15,16,903.4,489.0
2,15,15,921.1,489.0
2,15,14,938.8,489.0
2,15,13,956.5,489.0
2,15,12,974.2,489.0
2,15,11,991.9,489.0
2,15,10,1009.6,489.0
2,15,9,1027.3,489.0
2,15,8,1045.0,489.0
2,15,7,1062.8,489.0
2,15,6,1080.5,489.0
2,15,5,1098.2,489.0
2,15,4,1115.9,489.0
2,15,3,1133.6,489.0
2,15,2,1151.3,489.0
2,15,1,1169.0,489.0
2,16,25,744.0,446.0
2,16,24,761.7,446.0
2,16,23,779.4,446.0
2,16,22,797.1,446.0
2,16,21,814.8,446.0
2,16,20,832.5,446.0
2,16,19,850.2,446.0
2,16,18,868.0,446.0
2,16,17,885.7,446.0
2,16,16,903.4,446.0
2,16,15,921.1,446.0
2,16,14,938.8,446.0
2,16,13,956.5,446.0
2,16,12,974.2,446.0
2,16,11,991.9,446.0
2,16,10,1009.6,446.0
2,16,9,1027.3,446.0
2,16,8,1045.0,446.0
2,16,7,1062.8,446.0
2,16,6,1080.5,446.0
2,16,5,1098.2,446.0
2,16,4,1115.9,446.0
2,16,3,1133.6,446.0
2,16,2,1151.3,446.0
2,16,1,1169.0,446.0
2,17,55,660.0,385.0
2,17,54,678.6,385.0
2,17,53,697.1,385.0
2,17,52,715.7,385.0
2,17,51,734.3,385.0
2,17,50,752.9,385.0
2,17,49,771.4,385.0
2,17,48,790.0,385.0
2,17,47,808.6,385.0
2,17,46,827.2,385.0
2,17,45,845.7,385.0
2,17,44,864.3,385.0
2,17,43,882.9,385.0
2,17,42,901.5,385.0
2,17,41,920.0,385.0
2,17,40,938.6,385.0
2,17,39,957.2,385.0
2,17,38,975.8,385.0
2,17,37,994.3,385.0
2,17,36,1012.9,385.0
2,17,35,1031.5,385.0
2,17,34,1050.1,385.0
2,17,33,1068.6,385.0
2,17,32,1087.2,385.0
2,17,31,1105.8,385.0
2,17,30,1124.4,385.0
2,17,29,1142.9,385.0
2,17,28,1161.5,385.0
2,17,27,1180.1,385.0
2,17,26,1198.6,385.0
2,17,25,1217.2,385.0
2,17,24,1235.8,385.0
2,17,23,1254.4,385.0
2,17,22,1272.9,385.0
2,17,21,1291.5,385.0
2,17,20,1310.1,385.0
2,17,19,1328.7,385.0
2,17,18,1347.2,385.0
2,17,17,1365.8,385.0
2,17,16,1384.4,385.0
2,17,15,1403.0,385.0
2,17,14,1421.5,385.0
2,17,13,1440.1,385.0
2,17,12,1458.7,385.0
2,17,11,1477.3,385.0
2,17,10,1495.8,385.0
2,17,9,1514.4,385.0
2,17,8,1533.0,385.0
2,17,7,1551.6,385.0
2,17,6,1570.1,385.0
2,17,5,1588.7,385.0
2,17,4,1607.3,385.0
2,17,3,1625.9,385.0
2,17,2,1644.4,385.0
2,17,1,1663.0,385.0
2,18,55,660.0,342.0
2,18,54,678.6,342.0
2,18,53,697.1,342.0
2,18,52,715.7,342.0
2,18,51,734.3,342.0
2,18,50,752.9,342.0
2,18,49,771.4,342.0
2,18,48,790.0,342.0
2,18,47,808.6,342.0
2,18,46,827.2,342.0
2,18,45,845.7,342.0
2,18,44,864.3,342.0
2,18,43,882.9,342.0
2,18,42,901.5,342.0
2,18,41,920.0,342.0
2,18,40,938.6,342.0
2,18,39,957.2,342.0
2,18,38,975.8,342.0
2,18,37,994.3,342.0
2,18,36,1012.9,342.0
2,18,35,1031.5,342.0
2,18,34,1050.1,342.0
2,18,33,1068.6,342.0
2,18,32,1087.2,342.0
2,18,31,1105.8,342.0
2,18,30,1124.4,342.0
2,18,29,1142.9,342.0
2,18,28,1161.5,342.0
2,18,27,1180.1,342.0
2,18,26,1198.6,342.0
2,18,25,1217.2,342.0
2,18,24,1235.8,342.0
2,18,23,1254.4,342.0
2,18,22,1272.9,342.0
2,18,21,1291.5,342.0
2,18,20,1310.1,342.0
2,18,19,1328.7,342.0
2,18,18,1347.2,342.0
2,18,17,1365.8,342.0
2,18,16,1384.4,342.0
2,18,15,1403.0,342.0
2,18,14,1421.5,342.0
2,18,13,1440.1,342.0
2,18,12,1458.7,342.0
2,18,11,1477.3,342.0
2,18,10,1495.8,342.0
2,18,9,1514.4,342.0
2,18,8,1533.0,342.0
2,18,7,1551.6,342.0
2,18,6,1570.1,342.0
