area,row,col,x,y
20,11,17,911.0,628.0
20,11,16,927.0,628.0
20,11,15,943.0,628.0
20,11,14,959.0,628.0
20,11,13,975.0,628.0
20,11,12,991.0,628.0
20,11,11,1007.0,628.0
20,11,10,1023.0,628.0
20,11,9,1039.0,628.0
20,11,8,1055.0,628.0
20,11,7,1071.0,628.0
20,11,6,1087.0,628.0
20,11,5,1103.0,628.0
20,11,4,1119.0,628.0
20,11,3,1135.0,628.0
20,11,2,1151.0,628.0
20,11,1,1167.0,628.0
20,12,29,719.0,609.0
20,12,28,735.0,609.0
20,12,27,751.0,609.0
20,12,26,767.0,609.0
20,12,25,783.0,609.0
20,12,24,799.0,609.0
20,12,23,815.0,609.0
20,12,22,831.0,609.0
20,12,21,847.0,609.0
20,12,20,863.0,609.0
20,12,19,879.0,609.0
20,12,18,895.0,609.0
20,12,17,911.0,609.0
20,12,16,927.0,609.0
20,12,15,943.0,609.0
20,12,14,959.0,609.0
20,12,13,975.0,609.0
20,12,12,991.0,609.0
20,12,11,1007.0,609.0
20,12,10,1023.0,609.0
20,12,9,1039.0,609.0
20,12,8,1055.0,609.0
20,12,7,1071.0,609.0
20,12,6,1087.0,609.0
20,12,5,1103.0,609.0
20,12,4,1119.0,609.0
20,12,3,1135.0,609.0
20,12,2,1151.0,609.0
20,12,1,1167.0,609.0
20,13,29,719.0,576.0
20,13,28,735.0,576.0
20,13,27,751.0,576.0
20,13,26,767.0,576.0
20,13,25,783.0,576.0
20,13,24,799.0,576.0
20,13,23,815.0,576.0
20,13,22,831.0,576.0
20,13,21,847.0,576.0
20,13,20,863.0,576.0
20,13,19,879.0,576.0
20,13,18,895.0,576.0
20,13,17,911.0,576.0
20,13,16,927.0,576.0
20,13,15,943.0,576.0
20,13,14,959.0,576.0
20,13,13,975.0,576.0
20,13,12,991.0,576.0
20,13,11,1007.0,576.0
20,13,10,1023.0,576.0
20,13,9,1039.0,576.0
20,13,8,1055.0,576.0
20,13,7,1071.0,576.0
20,13,6,1087.0,576.0
20,13,5,1103.0,576.0
20,13,4,1119.0,576.0
20,13,3,1135.0,576.0
20,13,2,1151.0,576.0
20,13,1,1167.0,576.0
20,14,29,719.0,558.5
20,14,28,735.0,558.5
20,14,27,751.0,558.5
20,14,26,767.0,558.5
20,14,25,783.0,558.5
20,14,24,799.0,558.5
20,14,23,815.0,558.5
20,14,22,831.0,558.5
20,14,21,847.0,558.5
20,14,20,863.0,558.5
20,14,19,879.0,558.5
20,14,18,895.0,558.5
20,14,17,911.0,558.5
20,14,16,927.0,558.5
20,14,15,943.0,558.5
20,14,14,959.0,558.5
20,14,13,975.0,558.5
20,14,12,991.0,558.5
20,14,11,1007.0,558.5
20,14,10,1023.0,558.5
20,14,9,1039.0,558.5
20,14,8,1055.0,558.5
20,14,7,1071.0,558.5
20,14,6,1087.0,558.5
20,14,5,1103.0,558.5
20,14,4,1119.0,558.5
20,14,3,1135.0,558.5
20,14,2,1151.0,558.5
20,14,1,1167.0,558.5
20,15,29,719.0,541.0
20,15,28,735.0,541.0
20,15,27,751.0,541.0
20,15,26,767.0,541.0
20,15,25,783.0,541.0
20,15,24,799.0,541.0
20,15,23,815.0,541.0
20,15,22,831.0,541.0
20,15,21,847.0,541.0
20,15,20,863.0,541.0
20,15,19,879.0,541.0
20,15,18,895.0,541.0
20,15,17,911.0,541.0
20,15,16,927.0,541.0
20,15,15,943.0,541.0
20,15,14,959.0,541.0
20,15,13,975.0,541.0
20,15,12,991.0,541.0
20,15,11,1007.0,541.0
20,15,10,1023.0,541.0
20,15,9,1039.0,541.0
20,15,8,1055.0,541.0
20,15,7,1071.0,541.0
20,15,6,1087.0,541.0
20,15,5,1103.0,541.0
20,15,4,1119.0,541.0
20,15,3,1135.0,541.0
20,15,2,1151.0,541.0
20,15,1,1167.0,541.0
20,16,28,719.0,504.0
20,16,27,735.6,504.0
20,16,26,752.2,504.0
20,16,25,768.8,504.0
20,16,24,785.4,504.0
20,16,23,802.0,504.0
20,16,22,818.6,504.0
20,16,21,835.1,504.0
20,16,20,851.7,504.0
20,16,19,868.3,504.0
20,16,18,884.9,504.0
20,16,17,901.5,504.0
20,16,16,918.1,504.0
20,16,15,934.7,504.0
20,16,14,951.3,504.0
20,16,13,967.9,504.0
20,16,12,984.5,504.0
20,16,11,1001.1,504.0
20,16,10,1017.7,504.0
20,16,9,1034.3,504.0
20,16,8,1050.9,504.0
20,16,7,1067.4,504.0
20,16,6,1084.0,504.0
20,16,5,1100.6,504.0
20,16,4,1117.2,504.0
20,16,3,1133.8,504.0
20,16,2,1150.4,504.0
20,16,1,1167.0,504.0
20,17,29,718.0,453.0
20,17,28,733.2,453.0
20,17,27,748.3,453.0
20,17,26,763.5,453.0
20,17,25,778.7,453.0
20,17,24,793.8,453.0
20,17,23,809.0,453.0
20,17,22,824.2,453.0
20,17,21,839.3,453.0
20,17,20,854.5,453.0
20,17,19,869.7,453.0
20,17,18,884.8,453.0
20,17,17,900.0,453.0
20,18,29,718.0,417.0
20,18,28,733.2,417.0
20,18,27,748.3,417.0
20,18,26,763.5,417.0
20,18,25,778.7,417.0
20,18,24,793.8,417.0
20,18,23,809.0,417.0
20,18,22,824.2,417.0
20,18,21,839.3,417.0
20,18,20,854.5,417.0
20,18,19,869.7,417.0
20,18,18,884.8,417.0
20,18,17,900.0,417.0
20,17,16,1015.0,452.0
20,17,15,1027.1,452.0
20,17,14,1039.3,452.0
20,17,13,1051.4,452.0
20,17,12,1063.5,452.0
20,17,11,1075.7,452.0
20,17,10,1087.8,452.0
20,17,9,1099.9,452.0
20,17,8,1112.1,452.0
20,17,7,1124.2,452.0
20,17,6,1136.3,452.0
20,17,5,1148.5,452.0
20,17,4,1160.6,452.0
20,17,3,1172.7,452.0
20,17,2,1184.9,452.0
20,17,1,1197.0,452.0
20,18,16,1015.0,417.0
20,18,15,1027.1,417.0
20,18,14,1039.3,417.0
20,18,13,1051.4,417.0
20,18,12,1063.5,417.0
20,18,11,1075.7,417.0
20,18,10,1087.8,417.0
20,18,9,1099.9,417.0
20,18,8,1112.1,417.0
20,18,7,1124.2,417.0
20,18,6,1136.3,417.0
20,18,5,1148.5,417.0
20,18,4,1160.6,417.0
20,18,3,1172.7,417.0
20,18,2,1184.9,417.0
20,18,1,1197.0,417.0
20,19,34,719.0,398.0
20,19,33,733.0,398.0
20,19,32,747.0,398.0
20,19,31,761.0,398.0
20,19,30,775.0,398.0
20,19,29,789.0,398.0
20,19,28,803.0,398.0
20,19,27,817.0,398.0
20,19,26,831.0,398.0
20,19,25,845.0,398.0
20,19,24,859.0,398.0
20,19,23,873.0,398.0
20,19,22,887.0,398.0
20,19,21,901.0,398.0
20,19,20,915.0,398.0
20,19,19,929.0,398.0
20,19,18,943.0,398.0
20,19,17,957.0,398.0
20,19,16,971.0,398.0
20,19,15,985.0,398.0
20,19,14,999.0,398.0
20,19,13,1013.0,398.0
20,19,12,1027.0,398.0
20,19,11,1041.0,398.0
20,19,10,1055.0,398.0
20,19,9,1069.0,398.0
20,19,8,1083.0,398.0
20,19,7,1097.0,398.0
20,19,6,1111.0,398.0
20,19,5,1125.0,398.0
20,19,4,1139.0,398.0
20,19,3,1153.0,398.0
20,19,2,1167.0,398.0
20,19,1,1181.0,398.0
20,20,34,719.0,379.0
20,20,33,733.0,379.0
20,20,32,747.0,379.0
20,20,31,761.0,379.0
20,20,30,775.0,379.0
20,20,29,789.0,379.0
20,20,28,803.0,379.0
20,20,27,817.0,379.0
20,20,26,831.0,379.0
20,20,25,845.0,379.0
20,20,24,859.0,379.0
20,20,23,873.0,379.0
20,20,22,887.0,379.0
20,20,21,901.0,379.0
20,20,20,915.0,379.0
20,20,19,929.0,379.0
20,20,18,943.0,379.0
20,20,17,957.0,379.0
20,20,16,971.0,379.0
20,20,15,985.0,379.0
20,20,14,999.0,379.0
20,20,13,1013.0,379.0
20,20,12,1027.0,379.0
20,20,11,1041.0,379.0
20,20,10,1055.0,379.0
20,20,9,1069.0,379.0
20,20,8,1083.0,379.0
20,20,7,1097.0,379.0
20,20,6,1111.0,379.0
20,20,5,1125.0,379.0
20,20,4,1139.0,379.0
20,20,3,1153.0,379.0
20,20,2,1167.0,379.0
20,20,1,1181.0,379.0
20,21,34,719.0,342.0
20,21,33,733.0,342.0
20,21,32,747.0,342.0
20,21,31,761.0,342.0
20,21,30,775.0,342.0
20,21,29,789.0,342.0
20,21,28,803.0,342.0
20,21,27,817.0,342.0
20,21,26,831.0,342.0
20,21,25,845.0,342.0
20,21,24,859.0,342.0
20,21,23,873.0,342.0
20,21,22,887.0,342.0
20,21,21,901.0,342.0
20,21,20,915.0,342.0
20,21,19,929.0,342.0
20,21,18,943.0,342.0
20,21,17,957.0,342.0
20,21,16,971.0,342.0
20,21,15,985.0,342.0
20,21,14,999.0,342.0
20,21,13,1013.0,342.0
20,21,12,1027.0,342.0
20,21,11,1041.0,342.0
20,21,10,1055.0,342.0
20,21,9,1069.0,342.0
20,21,8,1083.0,342.0
20,21,7,1097.0,342.0
20,21,6,1111.0,342.0
20,21,5,1125.0,342.0
20,21,4,1139.0,342.0
20,21,3,1153.0,342.0
20,21,2,1167.0,342.0
20,21,1,1181.0,342.0
20,22,34,719.0,323.0
20,22,33,733.0,323.0
20,22,32,747.0,323.0
20,22,31,761.0,323.0
20,22,30,775.0,323.0
20,22,29,789.0,323.0
20,22,28,803.0,323.0
20,22,27,817.0,323.0
20,22,26,831.0,323.0
20,22,25,845.0,323.0
20,22,24,859.0,323.0
20,22,23,873.0,323.0
20,22,22,887.0,323.0
20,22,21,901.0,323.0
20,22,20,915.0,323.0
20,22,19,929.0,323.0
20,22,18,943.0,323.0
20,22,17,957.0,323.0
20,22,16,971.0,323.0
20,22,15,985.0,323.0
20,22,14,999.0,323.0
20,22,13,1013.0,323.0
20,22,12,1027.0,323.0
20,22,11,1041.0,323.0
20,22,10,1055.0,323.0
20,22,9,1069.0,323.0
20,22,8,1083.0,323.0
20,22,7,1097.0,323.0
20,22,6,1111.0,323.0
20,22,5,1125.0,323.0
20,22,4,1139.0,323.0
20,22,3,1153.0,323.0
20,22,2,1167.0,323.0
20,22,1,1181.0,323.0
20,23,30,719.0,304.0
20,23,29,733.0,304.0
20,23,28,747.0,304.0
20,23,27,761.0,304.0
20,23,26,775.0,304.0
20,23,25,789.0,304.0
20,23,24,803.0,304.0
20,23,23,817.0,304.0
20,23,22,831.0,304.0
20,23,21,845.0,304.0
20,23,20,859.0,304.0
20,23,19,873.0,304.0
20,23,18,887.0,304.0
20,23,17,901.0,304.0
20,23,16,915.0,304.0
20,23,15,929.0,304.0
20,23,14,943.0,304.0
20,23,13,957.0,304.0
20,23,12,971.0,304.0
20,23,11,985.0,304.0
20,23,10,999.0,304.0
20,23,9,1013.0,304.0
20,23,8,1027.0,304.0
20,23,7,1041.0,304.0
20,23,6,1055.0,304.0
20,23,5,1069.0,304.0
20,23,4,1083.0,304.0
20,23,3,1097.0,304.0
20,23,2,1111.0,304.0
20,23,1,1125.0,304.0
20,24,30,719.0,269.0
20,24,29,733.0,269.0
20,24,28,747.0,269.0
20,24,27,761.0,269.0
20,24,26,775.0,269.0
20,24,25,789.0,269.0
20,24,24,803.0,269.0
20,24,23,817.0,269.0
20,24,22,831.0,269.0
20,24,21,845.0,269.0
20,24,20,859.0,269.0
20,24,19,873.0,269.0
20,24,18,887.0,269.0
20,24,17,901.0,269.0
20,24,16,915.0,269.0
20,24,15,929.0,269.0
20,24,14,943.0,269.0
20,24,13,957.0,269.0
20,24,12,971.0,269.0
20,24,11,985.0,269.0
20,24,10,999.0,269.0
20,24,9,1013.0,269.0
20,24,8,1027.0,269.0
20,24,7,1041.0,269.0
20,24,6,1055.0,269.0
20,24,5,1069.0,269.0
20,24,4,1083.0,269.0
20,24,3,1097.0,269.0
20,24,2,1111.0,269.0
20,24,1,1125.0,269.0
21,1,37,717.0,914.0
21,1,36,731.8,914.0
21,1,35,746.6,914.0
21,1,34,761.3,914.0
21,1,33,776.1,914.0
21,1,32,790.9,914.0
21,1,31,805.7,914.0
21,1,30,820.4,914.0
21,1,29,835.2,914.0
21,1,28,850.0,914.0
21,1,27,864.8,914.0
21,1,26,879.6,914.0
21,1,25,894.3,914.0
21,1,24,909.1,914.0
21,1,23,923.9,914.0
21,1,22,938.7,914.0
21,1,21,953.4,914.0
21,1,20,968.2,914.0
21,1,19,983.0,914.0
21,1,18,997.8,914.0
21,1,17,1012.6,914.0
21,1,16,1027.3,914.0
21,1,15,1042.1,914.0
21,1,14,1056.9,914.0
21,1,13,1071.7,914.0
21,1,12,1086.4,914.0
21,1,11,1101.2,914.0
21,1,10,1116.0,914.0
21,1,9,1130.8,914.0
21,1,8,1145.6,914.0
21,1,7,1160.3,914.0
21,1,6,1175.1,914.0
21,1,5,1189.9,914.0
21,1,4,1204.7,914.0
21,1,3,1219.4,914.0
21,1,2,1234.2,914.0
21,1,1,1249.0,914.0
21,2,37,717.0,873.0
21,2,36,731.8,873.0
21,2,35,746.6,873.0
21,2,34,761.3,873.0
21,2,33,776.1,873.0
21,2,32,790.9,873.0
21,2,31,805.7,873.0
21,2,30,820.4,873.0
21,2,29,835.2,873.0
21,2,28,850.0,873.0
21,2,27,864.8,873.0
21,2,26,879.6,873.0
21,2,25,894.3,873.0
21,2,24,909.1,873.0
21,2,23,923.9,873.0
21,2,22,938.7,873.0
21,2,21,953.4,873.0
21,2,20,968.2,873.0
21,2,19,983.0,873.0
21,2,18,997.8,873.0
21,2,17,1012.6,873.0
21,2,16,1027.3,873.0
21,2,15,1042.1,873.0
21,2,14,1056.9,873.0
21,2,13,1071.7,873.0
21,2,12,1086.4,873.0
21,2,11,1101.2,873.0
21,2,10,1116.0,873.0
21,2,9,1130.8,873.0
21,2,8,1145.6,873.0
21,2,7,1160.3,873.0
21,2,6,1175.1,873.0
21,2,5,1189.9,873.0
21,2,4,1204.7,873.0
21,2,3,1219.4,873.0
21,2,2,1234.2,873.0
21,2,1,1249.0,873.0
21,3,37,717.0,854.0
21,3,36,731.8,854.0
21,3,35,746.6,854.0
21,3,34,761.3,854.0
21,3,33,776.1,854.0
21,3,32,790.9,854.0
21,3,31,805.7,854.0
21,3,30,820.4,854.0
21,3,29,835.2,854.0
21,3,28,850.0,854.0
21,3,27,864.8,854.0
21,3,26,879.6,854.0
21,3,25,894.3,854.0
21,3,24,909.1,854.0
21,3,23,923.9,854.0
21,3,22,938.7,854.0
21,3,21,953.4,854.0
21,3,20,968.2,854.0
21,3,19,983.0,854.0
21,3,18,997.8,854.0
21,3,17,1012.6,854.0
21,3,16,1027.3,854.0
21,3,15,1042.1,854.0
21,3,14,1056.9,854.0
21,3,13,1071.7,854.0
21,3,12,1086.4,854.0
21,3,11,1101.2,854.0
21,3,10,1116.0,854.0
21,3,9,1130.8,854.0
21,3,8,1145.6,854.0
21,3,7,1160.3,854.0
21,3,6,1175.1,854.0
21,3,5,1189.9,854.0
21,3,4,1204.7,854.0
21,3,3,1219.4,854.0
21,3,2,1234.2,854.0
21,3,1,1249.0,854.0
21,4,37,717.0,835.0
21,4,36,731.8,835.0
21,4,35,746.6,835.0
21,4,34,761.3,835.0
21,4,33,776.1,835.0
21,4,32,790.9,835.0
21,4,31,805.7,835.0
21,4,30,820.4,835.0
21,4,29,835.2,835.0
21,4,28,850.0,835.0
21,4,27,864.8,835.0
21,4,26,879.6,835.0
21,4,25,894.3,835.0
21,4,24,909.1,835.0
21,4,23,923.9,835.0
21,4,22,938.7,835.0
21,4,21,953.4,835.0
21,4,20,968.2,835.0
21,4,19,983.0,835.0
21,4,18,997.8,835.0
21,4,17,1012.6,835.0
21,4,16,1027.3,835.0
21,4,15,1042.1,835.0
21,4,14,1056.9,835.0
21,4,13,1071.7,835.0
21,4,12,1086.4,835.0
21,4,11,1101.2,835.0
21,4,10,1116.0,835.0
21,4,9,1130.8,835.0
21,4,8,1145.6,835.0
21,4,7,1160.3,835.0
21,4,6,1175.1,835.0
21,4,5,1189.9,835.0
21,4,4,1204.7,835.0
21,4,3,1219.4,835.0
21,4,2,1234.2,835.0
21,4,1,1249.0,835.0
21,5,37,717.0,794.0
21,5,36,731.8,794.0
21,5,35,746.6,794.0
21,5,34,761.3,794.0
21,5,33,776.1,794.0
21,5,32,790.9,794.0
21,5,31,805.7,794.0
21,5,30,820.4,794.0
21,5,29,835.2,794.0
21,5,28,850.0,794.0
21,5,27,864.8,794.0
21,5,26,879.6,794.0
21,5,25,894.3,794.0
21,5,24,909.1,794.0
21,5,23,923.9,794.0
21,5,22,938.7,794.0
21,5,21,953.4,794.0
21,5,20,968.2,794.0
21,5,19,983.0,794.0
21,5,18,997.8,794.0
21,5,17,1012.6,794.0
21,5,16,1027.3,794.0
21,5,15,1042.1,794.0
21,5,14,1056.9,794.0
21,5,13,1071.7,794.0
21,5,12,1086.4,794.0
21,5,11,1101.2,794.0
21,5,10,1116.0,794.0
21,5,9,1130.8,794.0
21,5,8,1145.6,794.0
21,5,7,1160.3,794.0
21,5,6,1175.1,794.0
21,5,5,1189.9,794.0
21,5,4,1204.7,794.0
21,5,3,1219.4,794.0
21,5,2,1234.2,794.0
21,5,1,1249.0,794.0
21,6,37,717.0,775.0
21,6,36,731.8,775.0
21,6,35,746.6,775.0
21,6,34,761.3,775.0
21,6,33,776.1,775.0
21,6,32,790.9,775.0
21,6,31,805.7,775.0
21,6,30,820.4,775.0
21,6,29,835.2,775.0
21,6,28,850.0,775.0
21,6,27,864.8,775.0
21,6,26,879.6,775.0
21,6,25,894.3,775.0
21,6,24,909.1,775.0
21,6,23,923.9,775.0
21,6,22,938.7,775.0
21,6,21,953.4,775.0
21,6,20,968.2,775.0
21,6,19,983.0,775.0
21,6,18,997.8,775.0
21,6,17,1012.6,775.0
21,6,16,1027.3,775.0
21,6,15,1042.1,775.0
21,6,14,1056.9,775.0
21,6,13,1071.7,775.0
21,6,12,1086.4,775.0
21,6,11,1101.2,775.0
21,6,10,1116.0,775.0
21,6,9,1130.8,775.0
21,6,8,1145.6,775.0
21,6,7,1160.3,775.0
21,6,6,1175.1,775.0
21,6,5,1189.9,775.0
21,6,4,1204.7,775.0
21,6,3,1219.4,775.0
21,6,2,1234.2,775.0
21,6,1,1249.0,775.0
21,7,37,717.0,756.0
21,7,36,731.8,756.0
21,7,35,746.6,756.0
21,7,34,761.3,756.0
21,7,33,776.1,756.0
21,7,32,790.9,756.0
21,7,31,805.7,756.0
21,7,30,820.4,756.0
21,7,29,835.2,756.0
21,7,28,850.0,756.0
21,7,27,864.8,756.0
21,7,26,879.6,756.0
21,7,25,894.3,756.0
21,7,24,909.1,756.0
21,7,23,923.9,756.0
21,7,22,938.7,756.0
21,7,21,953.4,756.0
21,7,20,968.2,756.0
21,7,19,983.0,756.0
21,7,18,997.8,756.0
21,7,17,1012.6,756.0
21,7,16,1027.3,756.0
21,7,15,1042.1,756.0
